2	0	chat
3	7	chat
1	11	chat
3	15	chat
2	35	chat
1	37	chat
1	46	chat
3	57	chat
2	62	chat
1	69	chat
2	75	search
1	80	search
3	82	search
2	94	chat
3	108	chat
1	109	chat
3	117	chat
3	123	chat
3	128	search
3	138	search
1	140	chat
2	145	chat
1	162	search
3	167	chat
3	176	search
1	183	chat
2	188	search
3	190	search
2	201	chat
1	203	search
2	216	chat
3	225	chat
1	226	chat
3	242	search
1	248	chat
1	253	chat
2	254	chat
3	261	chat
1	263	chat
3	278	chat
3	280	bookmark
2	280	search
3	281	view
1	315	chat
1	319	view
3	323	search
3	333	chat
2	339	chat
3	341	search
3	346	search
1	347	search
3	349	search
2	353	chat
3	358	chat
1	365	chat
3	367	chat
3	371	chat
2	375	search
1	385	search
2	394	chat
3	399	chat
1	405	search
1	410	bookmark
3	412	search
3	422	bookmark
3	426	chat
1	435	chat
2	444	search
1	446	view
3	447	chat
3	451	view
2	456	search
2	461	bookmark
3	474	search
3	482	chat
2	482	chat
1	484	chat
1	495	search
3	495	view
3	496	view
1	499	search
2	508	search
2	521	search
3	535	chat
2	537	chat
1	542	view
2	547	chat
3	548	chat
2	556	view
3	569	chat
1	577	chat
2	591	chat
1	597	chat
1	599	search
3	600	chat
2	609	search
2	622	search
1	628	chat
1	643	chat
2	652	chat
3	652	chat
1	652	search
1	662	search
3	671	view
2	675	search
1	680	chat
1	686	search
3	687	search
2	691	bookmark
2	704	bookmark
1	711	search
3	712	chat
3	716	view
1	735	view
2	737	chat
1	742	bookmark
2	745	view
3	753	chat
1	758	view
2	769	chat
3	773	view
1	787	chat
2	791	chat
1	803	chat
2	813	chat
3	821	chat
3	825	search
2	827	chat
2	830	search
1	835	search
2	857	search
3	860	chat
1	861	chat
2	864	bookmark
3	867	view
2	876	bookmark
1	881	search
3	894	view
2	900	chat
1	901	search
3	907	view
1	918	chat
2	918	chat
3	925	chat
2	936	chat
3	937	chat
1	946	search
1	954	view
2	960	view
3	969	chat
3	973	view
2	974	view
1	976	chat
3	976	search
3	1002	search
3	1007	view
2	1011	chat
2	1028	chat
1	1028	chat
2	1035	chat
2	1043	view
3	1044	view
2	1057	chat
1	1058	chat
1	1063	view
3	1065	chat
2	1068	view
2	1087	chat
1	1091	chat
1	1102	view
3	1109	chat
3	1111	view
2	1112	chat
2	1123	view
1	1126	chat
3	1133	view
1	1134	chat
2	1139	view
3	1140	view
3	1148	chat
2	1150	chat
2	1153	view
2	1156	view
3	1158	chat
2	1159	view
1	1165	chat
3	1170	view
2	1176	chat
1	1181	chat
1	1188	chat
2	1192	view
2	1197	view
1	1199	chat
2	1200	view
3	1205	chat
2	1207	chat
3	1208	view
1	1218	chat
3	1221	view
3	1224	chat
