2	0	chat
1	1	chat
3	19	chat
1	25	search
2	31	chat
2	45	chat
3	45	chat
2	56	chat
3	68	chat
3	73	search
1	80	chat
1	93	chat
3	99	chat
2	104	chat
1	112	search
3	119	chat
1	125	chat
2	137	chat
3	153	chat
2	153	chat
1	163	search
2	164	chat
3	167	chat
2	181	search
2	205	view
3	206	chat
1	218	chat
3	220	search
3	225	chat
2	227	chat
1	237	search
2	237	view
3	242	bookmark
1	252	view
2	254	search
3	261	chat
2	264	view
1	268	view
3	270	view
2	286	view
1	293	chat
3	294	search
3	296	search
1	302	view
1	319	view
3	320	chat
2	320	chat
2	332	chat
2	339	search
2	350	search
3	360	chat
1	382	chat
2	387	view
2	388	view
3	390	view
1	397	chat
2	407	search
3	409	chat
1	414	view
2	445	search
3	446	chat
2	453	search
2	461	view
3	466	chat
2	469	view
2	474	view
1	475	chat
2	475	view
1	484	view
1	487	view
2	491	view
2	506	view
2	509	search
3	512	chat
1	521	chat
2	525	chat
3	552	chat
2	558	chat
2	568	chat
1	572	chat
3	595	chat
3	601	chat
1	604	chat
2	607	chat
