2	0	chat
1	14	chat
3	25	chat
2	33	chat
1	36	chat
2	40	search
2	65	chat
1	78	chat
1	88	chat
2	107	chat
3	126	chat
1	128	chat
2	138	chat
1	148	chat
2	160	chat
1	176	chat
2	182	chat
2	192	chat
1	196	chat
3	231	chat
1	240	chat
2	251	chat
3	252	search
2	266	chat
2	273	search
2	286	chat
1	293	search
2	298	search
3	315	search
2	320	search
1	322	chat
1	349	search
2	357	chat
1	366	search
3	373	search
2	375	bookmark
1	390	bookmark
2	400	search
3	407	chat
1	425	chat
2	428	chat
2	436	search
1	439	search
1	452	bookmark
1	457	chat
2	465	view
2	491	chat
3	497	view
2	509	chat
2	512	search
1	525	view
2	536	search
3	545	view
1	553	search
2	568	search
1	585	search
2	595	search
1	603	view
1	608	view
3	623	chat
1	632	chat
2	648	view
1	652	search
3	662	search
1	662	search
2	672	bookmark
2	675	search
1	679	chat
2	692	search
1	702	view
1	710	bookmark
2	714	search
1	717	search
3	724	search
1	738	search
2	741	chat
2	754	search
1	760	chat
2	778	search
1	797	search
2	805	search
2	818	search
2	819	search
1	825	search
1	832	view
2	842	view
1	855	search
3	856	chat
1	878	chat
3	888	view
3	893	view
2	913	bookmark
2	922	view
1	922	search
1	941	view
1	975	search
1	987	search
2	988	chat
1	1026	search
2	1031	search
1	1039	chat
1	1049	chat
3	1054	search
3	1068	search
2	1073	search
1	1080	chat
2	1084	search
2	1097	chat
2	1105	search
2	1112	view
2	1130	bookmark
1	1131	chat
1	1137	search
3	1146	chat
2	1146	chat
1	1165	chat
3	1206	chat
1	1222	chat
2	1236	chat
1	1250	chat
2	1252	search
3	1266	chat
2	1269	chat
2	1285	chat
2	1290	chat
1	1297	chat
2	1307	search
1	1319	chat
2	1320	chat
2	1353	chat
1	1365	chat
3	1380	chat
2	1383	search
1	1396	chat
2	1407	chat
1	1422	chat
2	1426	chat
3	1432	chat
2	1444	chat
1	1444	chat
2	1472	view
2	1480	view
1	1486	search
1	1516	search
3	1522	chat
1	1542	chat
2	1554	chat
2	1557	search
1	1559	chat
1	1571	chat
2	1574	search
2	1576	view
2	1589	view
1	1611	view
3	1618	chat
1	1630	view
2	1633	chat
1	1637	search
3	1644	chat
2	1672	search
1	1676	chat
3	1692	search
2	1693	view
2	1698	view
2	1708	view
1	1718	search
3	1732	bookmark
2	1735	search
1	1740	search
3	1741	view
1	1748	view
3	1749	view
2	1768	search
1	1772	chat
2	1774	search
1	1778	view
2	1783	view
2	1799	view
1	1806	chat
3	1812	view
1	1813	search
2	1818	search
1	1822	view
1	1827	view
2	1831	chat
2	1840	view
2	1851	view
1	1854	search
1	1860	view
1	1877	view
2	1892	bookmark
3	1910	chat
2	1917	chat
1	1929	chat
3	1947	view
1	1951	view
1	1955	view
2	1956	chat
1	1969	view
3	1976	view
2	1979	search
1	1979	view
1	1984	view
2	2006	search
1	2010	view
1	2025	search
2	2031	search
2	2060	view
2	2075	view
2	2086	search
3	2088	chat
